paper_link,paper_title,handle,message
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@RicardoS_Ramiro,RT @borges__vitor: Our preprint paper about the highly frequent SARS-CoV-2 Spike Y839 variant in Portugal is now available. I am really hap…
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@SciArt3D,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal | medRxiv https://t.co/QDGEvoCW9S
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@SciscoreReports,The paper “On the track of the D839Y mutation in the SARS-CoV...” (https://t.co/CNUVnt3TRr) has been reviewed by a set of automated tools; find the results of the analysis here: https://t.co/hA3nsBuave. We detected 4 key resources.
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@FSantosAlex,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal       https://t.co/n5D2XCwR3n
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@antonioggsousa,RT @borges__vitor: Our preprint paper about the highly frequent SARS-CoV-2 Spike Y839 variant in Portugal is now available. I am really hap…
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@MiguelCFPinto,RT @medrxivpreprint: On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highl…
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@isidro_joana,RT @borges__vitor: Our preprint paper about the highly frequent SARS-CoV-2 Spike Y839 variant in Portugal is now available. I am really hap…
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@_natachacouto_,RT @borges__vitor: Our preprint paper about the highly frequent SARS-CoV-2 Spike Y839 variant in Portugal is now available. I am really hap…
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@MiguelCFPinto,RT @borges__vitor: Our preprint paper about the highly frequent SARS-CoV-2 Spike Y839 variant in Portugal is now available. I am really hap…
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@borges__vitor,Our preprint paper about the highly frequent SARS-CoV-2 Spike Y839 variant in Portugal is now available. I am really happy to share some of the first results of this great collaborative study https://t.co/9VGtYjsHeC
http://medrxiv.org/cgi/content/short/2020.08.10.20171884,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal,@medrxivpreprint,On the track of the D839Y mutation in the SARS-CoV-2 Spike fusion peptide: emergence and geotemporal spread of a highly prevalent variant in Portugal  https://t.co/fCBURSVTqt #medRxiv
http://medrxiv.org/cgi/content/short/2020.08.10.20171850,"SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital services, and specialist practitioners in the Central Denmark Region",@jacobklaerke,"@IdaDonkin “Among the total 668 seropositive participants, 433 (64.8%) had previously been tested for SARS-CoV-2 RNA, and 50.0% had a positive RT-PCR result. A total of 98% of individuals who had a previous positive viral RNA test were also found to be ser"
http://medrxiv.org/cgi/content/short/2020.08.10.20171850,"SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital services, and specialist practitioners in the Central Denmark Region",@gracehwang1970,"RT @outbreaksci: Contribute a rapid review or request one for ""SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171850,"SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital services, and specialist practitioners in the Central Denmark Region",@outbreaksci,"Contribute a rapid review or request one for ""SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel ..."" (https://t.co/0PNM3WPbEk). ""Add"" or ""Request"" w/DOI (10.1101/2020.08.10.20171850) at https://t.co/RnurTL3DyM @outbreaks"
http://medrxiv.org/cgi/content/short/2020.08.10.20171850,"SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital services, and specialist practitioners in the Central Denmark Region",@outbreaksci,"New #SARSCoV preprint: SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital services, and specialist practitioners in the Central Denmark Region https://t.co/0PNM3WPbEk"
http://medrxiv.org/cgi/content/short/2020.08.10.20171850,"SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital services, and specialist practitioners in the Central Denmark Region",@CHOMES102,"RT @medrxivpreprint: SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital servi…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171850,"SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital services, and specialist practitioners in the Central Denmark Region",@SciscoreReports,"The paper “SARS-CoV-2 seroprevalence survey among 18,000 heal...” (https://t.co/HJJH6WFwDK) has been reviewed by a set of automated tools; find the results of the analysis here: https://t.co/JvuXFpvZPC. We detected 1 of 5 rigor criteria and 3 key resources"
http://medrxiv.org/cgi/content/short/2020.08.10.20171850,"SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital services, and specialist practitioners in the Central Denmark Region",@medrxivpreprint,"SARS-CoV-2 seroprevalence survey among 18,000 healthcare and administrative personnel at hospitals, pre-hospital services, and specialist practitioners in the Central Denmark Region  https://t.co/un0w1whBWf #medRxiv"
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@MangioniG,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@hasterly,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@ciro,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@JChrisPires,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@CHOMES102,RT @joshuasweitz: Important evidence of nearly 10:1 ascertainment  bias in France earlier this year and more support that testing as mitiga…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@HartleyDM,RT @joshuasweitz: Important evidence of nearly 10:1 ascertainment  bias in France earlier this year and more support that testing as mitiga…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@svscarpino,RT @joshuasweitz: Important evidence of nearly 10:1 ascertainment  bias in France earlier this year and more support that testing as mitiga…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@davidlazer,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@mtizzoni,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@viralvideovlogs,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@thilogross,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@joshuasweitz,Important evidence of nearly 10:1 ascertainment  bias in France earlier this year and more support that testing as mitigation requires significantly more resources -> irrespective of symptom status.
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@svscarpino,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@jkbren,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@matteo_brainnet,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@eugeValdano,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@R3RT0,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@nauscopio,RT @vcolizza: 9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressiv…
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@vcolizza,9 out of 10 cases with symptoms were not detected in May-June in France. https://t.co/zpqjbibsfp Substantially more aggressive and efficient testing with easier access is required to act as a pandemic-fighting tool. #COVID19 #TestandTrace @Inserm https://t
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@SciscoreReports,The paper “Underdetection of COVID-19 cases in France in the...” (https://t.co/HyhUcrks29) has been reviewed by a set of automated tools; find the results of the analysis here: https://t.co/RasweZqtUw. We detected 0 key resources.
http://medrxiv.org/cgi/content/short/2020.08.10.20171744,Underdetection of COVID-19 cases in France in the exit phase following lockdown,@medrxivpreprint,Underdetection of COVID-19 cases in France in the exit phase following lockdown  https://t.co/q0rmOjcaXp #medRxiv
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@DucksOnDucks,"$GILD justification for its egregious RDV pricing dismantled. Remember, no mortality benefit seen in RDV RCTs. A must read 👇🏾  Will $GILD ever sponsor a dex +/- RDV RCT in severe covid pts? Dr. Bach says likely not even amid a RDV shortage (given the poten"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@Danderso13,RT @peterbachmd: Our paper (ty @medrxivpreprint): Remdesivir @GileadSciences pricing justification & plausibility of Rem reducing hosp leng…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@rachelcohrs,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@DiStefano_MJ,RT @peterbachmd: Our paper (ty @medrxivpreprint): Remdesivir @GileadSciences pricing justification & plausibility of Rem reducing hosp leng…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@jbkrell,RT @DavidP4AD: Important re: Remdesivir effectiveness & price. It was widely reported that Rem cut hosp stay by 4 days. Price set in part b…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@peterbachmd,RT @DavidP4AD: Important re: Remdesivir effectiveness & price. It was widely reported that Rem cut hosp stay by 4 days. Price set in part b…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@pharmacychecker,RT @DavidP4AD: Important re: Remdesivir effectiveness & price. It was widely reported that Rem cut hosp stay by 4 days. Price set in part b…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@ejb1893,RT @DavidP4AD: Important re: Remdesivir effectiveness & price. It was widely reported that Rem cut hosp stay by 4 days. Price set in part b…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@DavidP4AD,Important re: Remdesivir effectiveness & price. It was widely reported that Rem cut hosp stay by 4 days. Price set in part based on that metric. But it doesn't appear to be the case. And still no confirmed mortality benefit. @GileadSciences should redu
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@AnnRiordan6,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@mmadurga,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@RebeccaChandle1,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@CmdDasp,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@MorriganResists,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@christina_s_ho,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@pash22,@prat1112001 @d_s_thakur @giridar100 @das_seed https://t.co/HXceNDSwfb
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@a_kaltenboeck,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@_eleanorina,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@peterbachmd,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@AlexJohnLondon,"RT @walidgellad: If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their l…"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@walidgellad,"If 36% of severe covid patients have hospital length of stay of 1-4 days, it will be hard for remdesivir to reduce their length of stay when it must be given for 5 days.   Interesting preprint data from a NYC cohort from the Spring. https://t.co/xqpmEEwYio"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@PamelaJohnsonMD,RT @peterbachmd: Our paper (ty @medrxivpreprint): Remdesivir @GileadSciences pricing justification & plausibility of Rem reducing hosp leng…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@jonathanrockoff,RT @peterbachmd: Our paper (ty @medrxivpreprint): Remdesivir @GileadSciences pricing justification & plausibility of Rem reducing hosp leng…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@rachelcohrs,RT @peterbachmd: Hospital length of stay for severe COVID-19: implications for Remdesivir's value. @walidgellad https://t.co/wsWKSbRQ4G
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@raj_mehta,RT @peterbachmd: Our paper (ty @medrxivpreprint): Remdesivir @GileadSciences pricing justification & plausibility of Rem reducing hosp leng…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@AnilMakam,"Herein lies the rub - they can't be severely ill but have to be sick enough to need a long enough hospital course  With evidence for steroids in hospitalized patients on supplemental oxygen, it doesn't make sense to prescribe remdesivir alone & may not"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@VincentRK,RT @peterbachmd: Our paper (ty @medrxivpreprint): Remdesivir @GileadSciences pricing justification & plausibility of Rem reducing hosp leng…
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@peterbachmd,"Our paper (ty @medrxivpreprint): Remdesivir @GileadSciences pricing justification & plausibility of Rem reducing hosp length of stay by 4 days (LOS). While ACTT-1 study showed 4 day faster recovery for Rem (median 11 vs. 15 days), does that translate 1"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@SciscoreReports,The paper “Hospital length of stay for severe COVID-19: impli...” (https://t.co/uSxgMCC3f1) has been reviewed by a set of automated tools; find the results of the analysis here: https://t.co/1UOcYulrOB. We detected 0 of 5 rigor criteria and 0 key resources
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@rmchavin,"8-10-2020:  In a study just released today from Columbia University Medical Center, ""remdesivir treatment may not provide the length of stay reductions that Gilead relied on when [over]pricing their therapy:"" https://t.co/ZEMmihAgLz https://t.co/n5MKcpBNIs"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@phil_w888,115/  https://t.co/9fRWrtbmdQ
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@phil_w888,"786/  New York City, USA (adult smoking rate was 13.4% in 2017)  Of 1,643 patients hospitalized with severe C-19, 177 were smokers (10.8%*)  Notes:  current/ever not specified  *percentages in table don't correspond to numbers - discrepancy not explained"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@peterbachmd,Hospital length of stay for severe COVID-19: implications for Remdesivir's value. @walidgellad https://t.co/wsWKSbRQ4G
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@a_1_0_2,"""Hospital length of stay for severe COVID-19: implications for #Remdesivir's value""  https://t.co/HNQTNE2G3o"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@a_1_0_2,"""Hospital length of stay for severe COVID-19: implications for Remdesivir's value""  https://t.co/HNQTNE2G3o"
http://medrxiv.org/cgi/content/short/2020.08.10.20171637,Hospital length of stay for severe COVID-19: implications for Remdesivir's value,@medrxivpreprint,Hospital length of stay for severe COVID-19: implications for Remdesivir's value  https://t.co/Sl794cdbGE #medRxiv
http://medrxiv.org/cgi/content/short/2020.08.11.20145458,Oncologic Immunomodulatory Agents in Patients with Cancer and COVID-19,@outbreaksci,"Contribute a rapid review or request one for ""Oncologic Immunomodulatory Agents in Patients with Cancer and COVID-19"" (https://t.co/enFbAoQxNS). ""Add"" or ""Request"" w/DOI (10.1101/2020.08.11.20145458) at https://t.co/RnurTL3DyM @outbreaksci @PREreview_"
http://medrxiv.org/cgi/content/short/2020.08.11.20145458,Oncologic Immunomodulatory Agents in Patients with Cancer and COVID-19,@outbreaksci,New #SARSCoV preprint: Oncologic Immunomodulatory Agents in Patients with Cancer and COVID-19 https://t.co/enFbAoQxNS
http://medrxiv.org/cgi/content/short/2020.08.11.20145458,Oncologic Immunomodulatory Agents in Patients with Cancer and COVID-19,@SciscoreReports,The paper “Oncologic Immunomodulatory Agents in Patients with...” (https://t.co/1jUKH58OPn) has been reviewed by a set of automated tools; find the results of the analysis here: https://t.co/0eNBdX3pLw. We detected 1 of 5 rigor criteria and 1 key resource.
http://medrxiv.org/cgi/content/short/2020.08.11.20145458,Oncologic Immunomodulatory Agents in Patients with Cancer and COVID-19,@phil_w888,"787/  New York City, USA (adult smoking rate was 13.4% in 2017)  Of 820 cancer patients who developed C-19, 38.2% had a history of smoking  https://t.co/SDy92BVE9b  Note: overlaps with studies in tweets 329 & 683  https://t.co/Z0SvBDqLSJ https://t.co/"
http://medrxiv.org/cgi/content/short/2020.08.11.20145458,Oncologic Immunomodulatory Agents in Patients with Cancer and COVID-19,@medrxivpreprint,Oncologic Immunomodulatory Agents in Patients with Cancer and COVID-19  https://t.co/70TGUilqoP #medRxiv
http://biorxiv.org/cgi/content/short/2020.08.10.244350,Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test,@Astro_Erik,RT @biorxivpreprint: Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test  https://t.co/MgnnuFo…
http://biorxiv.org/cgi/content/short/2020.08.10.244350,Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test,@SciscoreReports,The paper “Human Embryonic Stem Cell-derived Lung Organoids:...” (https://t.co/tvEE1NP0zf) has been reviewed by a set of automated tools; find the results of the analysis here: https://t.co/ueuQCnDSzn. We detected 0 of 5 rigor criteria and 0 key resources.
http://biorxiv.org/cgi/content/short/2020.08.10.244350,Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test,@biorxivpreprint,Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test  https://t.co/MgnnuFo25R #bioRxiv
http://biorxiv.org/cgi/content/short/2020.08.10.244350,Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test,@biorxiv_micrbio,Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test  https://t.co/Cy3sTD4Cli #biorxiv_micrbio
http://biorxiv.org/cgi/content/short/2020.08.10.244350,Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test,@outbreaksci,New #SARSCoV preprint: Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test https://t.co/uDD8U2IW8T
http://biorxiv.org/cgi/content/short/2020.08.10.244350,Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test,@outbreaksci,"Contribute a rapid review or request one for ""Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and D..."" (https://t.co/uDD8U2IW8T). ""Add"" or ""Request"" w/DOI (10.1101/2020.08.10.244350) at https://t.co/RnurTL3DyM @outbreaks"
http://biorxiv.org/cgi/content/short/2020.08.10.244350,Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test,@outbreaksci,New #COVID19 preprint: Human Embryonic Stem Cell-derived Lung Organoids: a Model for SARS-CoV-2 Infection and Drug Test https://t.co/uDD8U2IW8T
http://medrxiv.org/cgi/content/short/2020.08.10.20171413,High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England,@outbreaksci,"Contribute a rapid review or request one for ""High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospec..."" (https://t.co/DnHxKaBUZI). ""Add"" or ""Request"" w/DOI (10.1101/2020.08.10.20171413) at https://t.co/RnurTL3DyM @outbreaks"
http://medrxiv.org/cgi/content/short/2020.08.10.20171413,High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England,@outbreaksci,New #SARSCoV preprint: High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England https://t.co/DnHxKaBUZI
http://medrxiv.org/cgi/content/short/2020.08.10.20171413,High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England,@PINKYPIE41,RT @PandemicCovid20: High prevalence of SARS-CoV-2 antibodies in care homes affected by #COVID19; a prospective cohort study in England htt…
http://medrxiv.org/cgi/content/short/2020.08.10.20171413,High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England,@PandemicCovid20,High prevalence of SARS-CoV-2 antibodies in care homes affected by #COVID19; a prospective cohort study in England https://t.co/xFVz9VEhxv
http://medrxiv.org/cgi/content/short/2020.08.10.20171413,High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England,@CHOMES102,RT @medrxivpreprint: High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England  ht…
http://medrxiv.org/cgi/content/short/2020.08.10.20171413,High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England,@SciscoreReports,The paper “High prevalence of SARS-CoV-2 antibodies in care h...” (https://t.co/yUwmnoBYR6) has been reviewed by a set of automated tools; find the results of the analysis here: https://t.co/DzDHGnWuJt. We detected 0 of 6 rigor criteria and 2 key resources
http://medrxiv.org/cgi/content/short/2020.08.10.20171413,High prevalence of SARS-CoV-2 antibodies in care homes affected by COVID-19; a prospective cohort study in England,@stewak2,RT @12FreeBeer: Seroprevalence in 6 care homes in England: 81% of residents 75% of staff Levels ~5X-15X greater than general public. Serolo…
